1,0,
2,1278,
3,1979,
4,2660,
5,6740,
6,7428,
7,7712,
8,7712,
9,8671,
10,8671,
11,9270,
12,9270,
13,9270,
14,9270,
15,9270,
16,9270,
17,9270,
18,9270,
19,9270,
20,9270,
21,9270,
22,9270,
23,9270,
24,9270,
25,9270,
26,9270,
27,9270,
28,9270,
29,9270,
30,9270,
31,9270,
32,9270,
33,9270,
34,9270,
35,9270,
36,9270,
37,9270,
38,9270,
39,9270,
40,9270,
41,9270,
42,9270,
43,9270,
44,9270,
45,9270,
46,9270,
47,9270,
48,9270,
49,9270,
50,9270,
51,9270,
52,9270,
53,9270,
54,9270,
55,9270,
56,9270,
57,9270,
58,9270,
59,9270,
60,9270,
61,9270,
62,9270,
63,9270,
64,9270,
65,9270,
66,9270,
67,9270,
68,9270,
69,9270,
70,9270,
71,9270,
72,9270,
73,9270,
74,9270,
75,9270,
76,9270,
77,9270,
78,9270,
79,9270,
80,9270,
81,9270,
82,9270,
83,9270,
84,9270,
85,9270,
86,9270,
87,9270,
88,9270,
89,9270,
90,9270,
91,9270,
92,9270,
93,9270,
94,9270,
95,9270,
96,9270,
97,9270,
98,9270,
99,9270,
100,9270,
101,9270,
102,9270,
103,9270,
104,9270,
105,9270,
106,9270,
107,9270,
108,9270,
109,9270,
110,9270,
111,9270,
112,9270,
113,9270,
114,9270,
115,9270,
116,9270,
117,9270,
118,9270,
119,9270,
120,9270,
121,9270,
122,9270,
123,9270,
124,9270,
125,9270,
126,9270,
127,9270,
128,9270,
129,9270,
130,9270,
131,9270,
132,9270,
133,9270,
134,9270,
135,9270,
136,9270,
137,9270,
138,9270,
139,9270,
140,9270,
141,9270,
142,9270,
143,9270,
144,9270,
145,9270,
146,9270,
147,9270,
148,9270,
149,9270,
150,9270,
151,9270,
152,9270,
153,9270,
154,9270,
155,9270,
156,9270,
157,9270,
158,9270,
159,9270,
160,9270,
161,9270,
162,9270,
163,9270,
164,9270,
165,9270,
166,9270,
167,9270,
168,9270,
169,9270,
170,9270,
171,9270,
172,9270,
173,9270,
174,9270,
175,9270,
176,9270,
177,9270,
178,9270,
179,9270,
180,9270,
181,9270,
182,9270,
183,9270,
184,9270,
185,9270,
186,9270,
187,9270,
188,9270,
189,9270,
190,9270,
191,9270,
192,9270,
193,9270,
194,9270,
195,9270,
196,9902,
197,9902,
198,9902,
199,9902,
200,9902,
201,9902,
202,9902,
203,9902,
204,9902,
205,9902,
206,9902,
207,9902,
208,9902,
209,9902,
210,9902,
211,9902,
212,9902,
213,9902,
214,9902,
215,9902,
216,9902,
217,9902,
218,9902,
219,9902,
220,9902,
221,9902,
222,9902,
223,9902,
224,9902,
225,9902,
226,9902,
227,9902,
228,9902,
229,9902,
230,9902,
231,9902,
232,9902,
233,9902,
234,9902,
235,9902,
236,9902,
237,9902,
238,9902,
239,9902,
240,9902,
241,9902,
242,9902,
243,9902,
244,9902,
245,9902,
246,9902,
247,9902,
248,9902,
249,9902,
250,9902,
251,9902,
252,9902,
253,9902,
254,9902,
255,9902,
256,9902,
257,9902,
258,9902,
259,9902,
260,9902,
261,9902,
262,9902,
263,9902,
264,9902,
265,9902,
266,9902,
267,9902,
268,9902,
269,9902,
270,9902,
271,9902,
272,9902,
273,9902,
274,9902,
275,9902,
276,9902,
277,9902,
278,9902,
279,9902,
280,9902,
281,9902,
282,9902,
283,9902,
284,9902,
285,9902,
286,9902,
287,9902,
288,9902,
289,9902,
290,9902,
291,9902,
292,9902,
293,9902,
294,9902,
295,9902,
296,9902,
297,9902,
298,9902,
299,9902,
300,9902,
301,9902,
302,9902,
303,9902,
304,9902,
305,9902,
306,9902,
307,9902,
308,9902,
309,9902,
310,9902,
311,9902,
312,9902,
313,9902,
314,9902,
315,9902,
316,9902,
317,9902,
318,9902,
319,9902,
320,9902,
321,9902,
322,9902,
323,9902,
324,9902,
325,9902,
326,9902,
327,9902,
328,9902,
329,9902,
330,9902,
331,9902,
332,9902,
333,9902,
334,9902,
335,9902,
336,9902,
337,9902,
338,9902,
339,9902,
340,9902,
341,9902,
342,9902,
343,9902,
344,9902,
345,9902,
346,9902,
347,9902,
348,9902,
349,9902,
350,9902,
351,9902,
352,9902,
353,9902,
354,9902,
355,9902,
356,9902,
357,9902,
358,9902,
359,9902,
360,9902,
361,9902,
362,9902,
363,9902,
364,9902,
365,9902,
366,9902,
367,9902,
368,9902,
369,9902,
370,9902,
371,9902,
372,9902,
373,9902,
374,9902,
375,9902,
376,9902,
377,9902,
378,9902,
379,9902,
380,9902,
381,9902,
382,9902,
383,9902,
384,9902,
385,9902,
386,9902,
387,9902,
388,9902,
389,9902,
390,9902,
391,9902,
392,9902,
393,9902,
394,9902,
395,9902,
396,9902,
397,9902,
398,9902,
399,9902,
400,9902,
401,9902,
402,9902,
403,9902,
404,9902,
405,9902,
406,9902,
407,9902,
408,9902,
409,9902,
410,9902,
