0,0,
1,1350,
2,3736,
3,8408,
4,8678,
5,8678,
6,8678,
7,8678,
8,8678,
9,8678,
10,8678,
11,8678,
12,8678,
13,8696,
14,8696,
15,8696,
16,8696,
17,8696,
18,8696,
19,8696,
20,8696,
21,8696,
22,8696,
23,8696,
24,8696,
25,8696,
26,8696,
27,8696,
28,8696,
29,8696,
30,8696,
31,8697,
32,8697,
33,8697,
34,8697,
35,8697,
36,8697,
37,8697,
38,8697,
39,8697,
40,8697,
41,8697,
42,8697,
43,8697,
44,8697,
45,8697,
46,8697,
47,8697,
48,9428,
49,9428,
