1,0,
2,1136,
3,1529,
4,2124,
5,6988,
6,7624,
7,7624,
8,7779,
9,7779,
10,7779,
11,7779,
12,7779,
13,7779,
14,7785,
15,7785,
16,8296,
17,8296,
18,8296,
19,8296,
20,8296,
21,8296,
22,8296,
23,8296,
24,8296,
25,9928,
26,9928,
27,9928,
28,9928,
29,9928,
30,9928,
31,9928,
32,9928,
33,9928,
34,9928,
35,9928,
36,9928,
37,9928,
38,9928,
39,9928,
40,9928,
41,9928,
42,9928,
43,9928,
44,9928,
45,9928,
46,9928,
47,9928,
48,9928,
49,9928,
50,9928,
51,9928,
52,9928,
53,9928,
54,9928,
55,9928,
56,9928,
57,9928,
58,9928,
59,9928,
60,9928,
61,9928,
62,9928,
63,9928,
64,9928,
65,9928,
66,9928,
67,9928,
68,9928,
69,9928,
70,9928,
71,9928,
72,9928,
73,9928,
74,9928,
75,9928,
76,9928,
77,9928,
78,9928,
79,9928,
80,9928,
81,9928,
82,9928,
83,9928,
84,9928,
85,9928,
86,9928,
87,9928,
88,9928,
89,9928,
90,9928,
91,9928,
92,9928,
93,9928,
94,9928,
95,9928,
96,9928,
97,9928,
98,9928,
99,9928,
100,9928,
101,9928,
102,9928,
103,9928,
104,9928,
105,9928,
