0,0,
1,3561,
2,7129,
3,7345,
4,7691,
5,7691,
6,7691,
7,7691,
8,7723,
9,7723,
10,7849,
11,7849,
12,7849,
13,8412,
14,8412,
15,8412,
16,8412,
17,8412,
18,8412,
19,8412,
20,8412,
21,8412,
22,8412,
23,8412,
24,8412,
25,8412,
26,8412,
27,8412,
28,8412,
29,8412,
30,8412,
31,8412,
32,8648,
33,8648,
34,8648,
35,8648,
36,8648,
37,8648,
38,8648,
39,8648,
40,8648,
41,8648,
42,8648,
43,8648,
44,8648,
45,8648,
46,8648,
47,8648,
48,8648,
49,8648,
50,8648,
51,8648,
52,8648,
53,8648,
54,8648,
55,8648,
56,8648,
57,8648,
58,8648,
59,8648,
60,8648,
61,8648,
62,8648,
63,8648,
64,8648,
65,8648,
66,8648,
67,8648,
68,8648,
69,8648,
70,8648,
71,8648,
72,8648,
73,8648,
74,8648,
75,8648,
76,8648,
77,8648,
78,8648,
79,8648,
80,8648,
81,8648,
82,8648,
83,8648,
84,8648,
85,8648,
86,8648,
87,8648,
88,8648,
89,8648,
90,8648,
91,8648,
92,8648,
93,8648,
94,8648,
95,8648,
96,8648,
97,8648,
98,8648,
99,8648,
100,8648,
